CELL,TECHNOLOGY,CLUSTERTYPE,PROVINCE
7837A1,3G,High,EASTERN CAPE
7837A2,3G,High,EASTERN CAPE
7837B,2G,High,EASTERN CAPE
7837B1,3G,High,EASTERN CAPE
7837B2,3G,High,EASTERN CAPE
7837C,2G,High,EASTERN CAPE
7837C1,3G,High,EASTERN CAPE
7837C2,3G,High,EASTERN CAPE
783A,2G,High,WESTERN CAPE
783A1,3G,High,WESTERN CAPE
783A2,3G,High,WESTERN CAPE
783B,2G,High,WESTERN CAPE
783B1,3G,High,WESTERN CAPE
783B2,3G,High,WESTERN CAPE
7840A,2G,Premium,EASTERN CAPE
7840A1,3G,Premium,EASTERN CAPE
7840A2,3G,Premium,EASTERN CAPE
7840B,2G,Premium,EASTERN CAPE
7840B1,3G,Premium,EASTERN CAPE
7840B2,3G,Premium,EASTERN CAPE
7843A,2G,Good,EASTERN CAPE
7843A1,3G,Good,EASTERN CAPE
7844A,2G,Premium,EASTERN CAPE
7844A1,3G,Premium,EASTERN CAPE
7844A2,3G,Premium,EASTERN CAPE
7844B,2G,Premium,EASTERN CAPE
7844B1,3G,Premium,EASTERN CAPE
7844B2,3G,Premium,EASTERN CAPE
7846A,2G,Premium,KWAZULU-NATAL
784A,2G,Good,WESTERN CAPE
784B,2G,Good,WESTERN CAPE
7852A1,3G,Premium,KWAZULU-NATAL
7852A2,3G,Premium,KWAZULU-NATAL
7852A3,3G,Premium,KWAZULU-NATAL
7852B1,3G,Premium,KWAZULU-NATAL
7852B2,3G,Premium,KWAZULU-NATAL
7852B3,3G,Premium,KWAZULU-NATAL
7852C1,3G,Premium,KWAZULU-NATAL
7852C2,3G,Premium,KWAZULU-NATAL
7852C3,3G,Premium,KWAZULU-NATAL
7853A1,3G,Premium,KWAZULU-NATAL
7853A2,3G,Premium,KWAZULU-NATAL
7853A3,3G,Premium,KWAZULU-NATAL
7853B1,3G,Premium,KWAZULU-NATAL
7853B2,3G,Premium,KWAZULU-NATAL
7853B3,3G,Premium,KWAZULU-NATAL
7853C1,3G,Premium,KWAZULU-NATAL
7853C2,3G,Premium,KWAZULU-NATAL
7853C3,3G,Premium,KWAZULU-NATAL
7854A1,3G,Premium,KWAZULU-NATAL
7854A2,3G,Premium,KWAZULU-NATAL
7854A3,3G,Premium,KWAZULU-NATAL
7854B1,3G,Premium,KWAZULU-NATAL
7854B2,3G,Premium,KWAZULU-NATAL
7854B3,3G,Premium,KWAZULU-NATAL
7854C1,3G,Premium,KWAZULU-NATAL
7854C2,3G,Premium,KWAZULU-NATAL
7854C3,3G,Premium,KWAZULU-NATAL
7855A,2G,Good,KWAZULU-NATAL
7855B,2G,Good,KWAZULU-NATAL
7855C,2G,Good,KWAZULU-NATAL
7858A1,3G,Premium,WESTERN CAPE
7858A2,3G,Premium,WESTERN CAPE
785A,2G,Good,WESTERN CAPE
785A1,3G,Good,WESTERN CAPE
7860A,2G,Premium,WESTERN CAPE
7860A1,3G,Premium,WESTERN CAPE
7860A2,3G,Premium,WESTERN CAPE
7860B,2G,Premium,WESTERN CAPE
7860B1,3G,Premium,WESTERN CAPE
7860B2,3G,Premium,WESTERN CAPE
7860C,2G,Premium,WESTERN CAPE
7860C1,3G,Premium,WESTERN CAPE
7860C2,3G,Premium,WESTERN CAPE
7861A,2G,Premium,WESTERN CAPE
7861A1,3G,Premium,WESTERN CAPE
7861A2,3G,Premium,WESTERN CAPE
7861B,2G,Premium,WESTERN CAPE
7861B1,3G,Premium,WESTERN CAPE
7861B2,3G,Premium,WESTERN CAPE
7861C,2G,Premium,WESTERN CAPE
7861C1,3G,Premium,WESTERN CAPE
7861C2,3G,Premium,WESTERN CAPE
7862A,2G,Premium,WESTERN CAPE
7862A1,3G,Premium,WESTERN CAPE
7862A2,3G,Premium,WESTERN CAPE
7862B,2G,Premium,WESTERN CAPE
7862B1,3G,Premium,WESTERN CAPE
7862B2,3G,Premium,WESTERN CAPE
7862C,2G,Premium,WESTERN CAPE
7862C1,3G,Premium,WESTERN CAPE
7862C2,3G,Premium,WESTERN CAPE
7863A,2G,Premium,WESTERN CAPE
7863A1,3G,Premium,WESTERN CAPE
7863A2,3G,Premium,WESTERN CAPE
7863B,2G,Premium,WESTERN CAPE
7863B1,3G,Premium,WESTERN CAPE
7863B2,3G,Premium,WESTERN CAPE
7863C,2G,Premium,WESTERN CAPE
7863C1,3G,Premium,WESTERN CAPE
7863C2,3G,Premium,WESTERN CAPE
7864A,2G,Premium,WESTERN CAPE
7864A1,3G,Premium,WESTERN CAPE
7864A2,3G,Premium,WESTERN CAPE
7864B,2G,Premium,WESTERN CAPE
7864B1,3G,Premium,WESTERN CAPE
7864B2,3G,Premium,WESTERN CAPE
7865A,2G,Premium,WESTERN CAPE
7865A1,3G,Premium,WESTERN CAPE
7865A2,3G,Premium,WESTERN CAPE
7865B,2G,Premium,WESTERN CAPE
7865B1,3G,Premium,WESTERN CAPE
7865B2,3G,Premium,WESTERN CAPE
7865C,2G,Premium,WESTERN CAPE
7865C1,3G,Premium,WESTERN CAPE
7865C2,3G,Premium,WESTERN CAPE
7866A,2G,Premium,KWAZULU-NATAL
7866A1,3G,Premium,KWAZULU-NATAL
7866A2,3G,Premium,KWAZULU-NATAL
7866B,2G,Premium,KWAZULU-NATAL
7866B1,3G,Premium,KWAZULU-NATAL
7866B2,3G,Premium,KWAZULU-NATAL
7866C,2G,Premium,KWAZULU-NATAL
7866C1,3G,Premium,KWAZULU-NATAL
7866C2,3G,Premium,KWAZULU-NATAL
7866D,2G,Premium,KWAZULU-NATAL
7866D1,3G,Premium,KWAZULU-NATAL
7866D2,3G,Premium,KWAZULU-NATAL
7867A,2G,Premium,KWAZULU-NATAL
7867A1,3G,Premium,KWAZULU-NATAL
786A,2G,Good,WESTERN CAPE
7878A,2G,High,FREE STATE
7878A1,3G,High,FREE STATE
7878A2,3G,High,FREE STATE
7878B,2G,High,FREE STATE
7878B1,3G,High,FREE STATE
7878B2,3G,High,FREE STATE
7878C,2G,High,FREE STATE
7878C1,3G,High,FREE STATE
7878C2,3G,High,FREE STATE
787A,2G,Good,NORTHERN CAPE
7880A,2G,High,FREE STATE
7880A1,3G,High,FREE STATE
7880A2,3G,High,FREE STATE
7880B,2G,High,FREE STATE
7880B1,3G,High,FREE STATE
7880B2,3G,High,FREE STATE
7880C,2G,High,FREE STATE
7880C1,3G,High,FREE STATE
7880C2,3G,High,FREE STATE
7881A,2G,High,FREE STATE
7881A1,3G,High,FREE STATE
7881A2,3G,High,FREE STATE
7881B,2G,High,FREE STATE
7881B1,3G,High,FREE STATE
7881B2,3G,High,FREE STATE
7881C,2G,High,FREE STATE
7881C1,3G,High,FREE STATE
7881C2,3G,High,FREE STATE
7883A,2G,High,FREE STATE
7883A1,3G,High,FREE STATE
7883A2,3G,High,FREE STATE
7883B,2G,High,FREE STATE
7883B1,3G,High,FREE STATE
7883B2,3G,High,FREE STATE
7883C,2G,High,FREE STATE
7883C1,3G,High,FREE STATE
7883C2,3G,High,FREE STATE
7884A,2G,Good,FREE STATE
7884A1,3G,Good,FREE STATE
7884A2,3G,Good,FREE STATE
7884B,2G,Good,FREE STATE
7884B1,3G,Good,FREE STATE
7884B2,3G,Good,FREE STATE
7884C,2G,Good,FREE STATE
7884C1,3G,Good,FREE STATE
7884C2,3G,Good,FREE STATE
7885A,2G,High,FREE STATE
7885A1,3G,High,FREE STATE
7885A2,3G,High,FREE STATE
7885B,2G,High,FREE STATE
7885B1,3G,High,FREE STATE
7885B2,3G,High,FREE STATE
7885C,2G,High,FREE STATE
7885C1,3G,High,FREE STATE
7885C2,3G,High,FREE STATE
7886A,2G,High,FREE STATE
7886A1,3G,High,FREE STATE
7886B,2G,High,FREE STATE
7886B1,3G,High,FREE STATE
7886C,2G,High,FREE STATE
7886C1,3G,High,FREE STATE
788A,2G,Good,WESTERN CAPE
7892A,2G,High,LIMPOPO
7892A1,3G,High,LIMPOPO
7892A2,3G,High,LIMPOPO
7892B,2G,High,LIMPOPO
7892B1,3G,High,LIMPOPO
7892B2,3G,High,LIMPOPO
7892C,2G,High,LIMPOPO
7892C1,3G,High,LIMPOPO
7892C2,3G,High,LIMPOPO
7893A,2G,High,LIMPOPO
7893A1,3G,High,LIMPOPO
7893B,2G,High,LIMPOPO
7893B1,3G,High,LIMPOPO
7893C,2G,High,LIMPOPO
7893C1,3G,High,LIMPOPO
7894A1,3G,High,GAUTENG
7894A2,3G,High,GAUTENG
7894B1,3G,High,GAUTENG
7894B2,3G,High,GAUTENG
7894C1,3G,High,GAUTENG
7894C2,3G,High,GAUTENG
7896A,2G,High,LIMPOPO
7896A1,3G,High,LIMPOPO
7896B,2G,High,LIMPOPO
7896B1,3G,High,LIMPOPO
7896C,2G,High,LIMPOPO
7896C1,3G,High,LIMPOPO
7897A1,3G,High,NORTH WEST
7897A2,3G,High,NORTH WEST
7897B1,3G,High,NORTH WEST
7897B2,3G,High,NORTH WEST
7897C1,3G,High,NORTH WEST
7897C2,3G,High,NORTH WEST
789A,2G,Good,MPUMALANGA
789A1,3G,Good,MPUMALANGA
78A,2G,Premium,GAUTENG
78A1,3G,Premium,GAUTENG
78A2,3G,Premium,GAUTENG
78B,2G,Premium,GAUTENG
78B1,3G,Premium,GAUTENG
78B2,3G,Premium,GAUTENG
78C,2G,Premium,GAUTENG
78C1,3G,Premium,GAUTENG
78C2,3G,Premium,GAUTENG
7902A,2G,High,GAUTENG
7902A1,3G,High,GAUTENG
7902A2,3G,High,GAUTENG
7902B,2G,High,GAUTENG
7902B1,3G,High,GAUTENG
7902B2,3G,High,GAUTENG
7902C,2G,High,GAUTENG
7902C1,3G,High,GAUTENG
7902C2,3G,High,GAUTENG
7903A,2G,High,GAUTENG
7903A1,3G,High,GAUTENG
7903B,2G,High,GAUTENG
7903B1,3G,High,GAUTENG
7903C,2G,High,GAUTENG
7903C1,3G,High,GAUTENG
7907A,2G,Premium,GAUTENG
7907A1,3G,Premium,GAUTENG
7907A2,3G,Premium,GAUTENG
7907B,2G,Premium,GAUTENG
7907B1,3G,Premium,GAUTENG
7907B2,3G,Premium,GAUTENG
7907C,2G,Premium,GAUTENG
7907C1,3G,Premium,GAUTENG
7907C2,3G,Premium,GAUTENG
790A,2G,Good,MPUMALANGA
7913A,2G,High,MPUMALANGA
7918A,2G,Premium,GAUTENG
7918A1,3G,Premium,GAUTENG
7918A2,3G,Premium,GAUTENG
7918B,2G,Premium,GAUTENG
7918B1,3G,Premium,GAUTENG
7918B2,3G,Premium,GAUTENG
7918C,2G,Premium,GAUTENG
7918C1,3G,Premium,GAUTENG
7918C2,3G,Premium,GAUTENG
7919A,2G,Premium,GAUTENG
7919A1,3G,Premium,GAUTENG
7919B,2G,Premium,GAUTENG
7919B1,3G,Premium,GAUTENG
7919C,2G,Premium,GAUTENG
7919C1,3G,Premium,GAUTENG
791A,2G,Good,MPUMALANGA
791A1,3G,Good,MPUMALANGA
791B,2G,Good,MPUMALANGA
791B1,3G,Good,MPUMALANGA
791C,2G,Good,MPUMALANGA
791C1,3G,Good,MPUMALANGA
7921A,2G,Premium,WESTERN CAPE
7921A1,3G,Premium,WESTERN CAPE
7921A2,3G,Premium,WESTERN CAPE
7921B,2G,Premium,WESTERN CAPE
7921B1,3G,Premium,WESTERN CAPE
7921B2,3G,Premium,WESTERN CAPE
7922A,2G,Premium,WESTERN CAPE
7922A1,3G,Premium,WESTERN CAPE
7922A2,3G,Premium,WESTERN CAPE
7922B,2G,Premium,WESTERN CAPE
7922B1,3G,Premium,WESTERN CAPE
7922B2,3G,Premium,WESTERN CAPE
7924A1,3G,High,MPUMALANGA
7924A2,3G,High,MPUMALANGA
7924A3,3G,High,MPUMALANGA
7924B1,3G,High,MPUMALANGA
7924B2,3G,High,MPUMALANGA
7924B3,3G,High,MPUMALANGA
7925A1,3G,High,MPUMALANGA
7925A2,3G,High,MPUMALANGA
7925B1,3G,High,MPUMALANGA
7925B2,3G,High,MPUMALANGA
7925C1,3G,High,MPUMALANGA
7925C2,3G,High,MPUMALANGA
7928A,2G,High,GAUTENG
7928A1,3G,High,GAUTENG
7928A2,3G,High,GAUTENG
7929A,2G,High,LIMPOPO
7929B,2G,High,LIMPOPO
7929C,2G,High,LIMPOPO
792A,2G,Premium,GAUTENG
792A1,3G,Premium,GAUTENG
792B,2G,Premium,GAUTENG
792B1,3G,Premium,GAUTENG
792C,2G,Premium,GAUTENG
792C1,3G,Premium,GAUTENG
7930A,2G,High,LIMPOPO
7930A1,3G,High,LIMPOPO
7931A,2G,High,LIMPOPO
7931A1,3G,High,LIMPOPO
7933A,2G,High,GAUTENG
7933A1,3G,High,GAUTENG
7933A2,3G,High,GAUTENG
7933A3,3G,High,GAUTENG
7933B,2G,High,GAUTENG
7933B1,3G,High,GAUTENG
7933B2,3G,High,GAUTENG
7933B3,3G,High,GAUTENG
7934A,2G,High,GAUTENG
7934A1,3G,High,GAUTENG
7934A2,3G,High,GAUTENG
7934B,2G,High,GAUTENG
7934B1,3G,High,GAUTENG
7934B2,3G,High,GAUTENG
7935A,2G,High,GAUTENG
7935A1,3G,High,GAUTENG
7935A2,3G,High,GAUTENG
7935B,2G,High,GAUTENG
7935B1,3G,High,GAUTENG
7935B2,3G,High,GAUTENG
7936A,2G,High,GAUTENG
7936A1,3G,High,GAUTENG
7936A2,3G,High,GAUTENG
7936B,2G,High,GAUTENG
7936B1,3G,High,GAUTENG
7936B2,3G,High,GAUTENG
7936C1,3G,High,GAUTENG
7936C2,3G,High,GAUTENG
7937A,2G,High,GAUTENG
7937A1,3G,High,GAUTENG
7937A2,3G,High,GAUTENG
7937A3,3G,High,GAUTENG
7937B1,3G,High,GAUTENG
7937B2,3G,High,GAUTENG
7937B3,3G,High,GAUTENG
7938A,2G,High,GAUTENG
7938A1,3G,High,GAUTENG
7938A2,3G,High,GAUTENG
7938B,2G,High,GAUTENG
7938B1,3G,High,GAUTENG
7938B2,3G,High,GAUTENG
793A,2G,High,MPUMALANGA
793A1,3G,High,MPUMALANGA
793B,2G,High,MPUMALANGA
793B1,3G,High,MPUMALANGA
793C,2G,High,MPUMALANGA
793C1,3G,High,MPUMALANGA
7944A,2G,High,GAUTENG
7944A1,3G,High,GAUTENG
7944A2,3G,High,GAUTENG
7944B,2G,High,GAUTENG
7944B1,3G,High,GAUTENG
7944B2,3G,High,GAUTENG
7944C,2G,High,GAUTENG
7944C1,3G,High,GAUTENG
7944C2,3G,High,GAUTENG
7945A,2G,Premium,GAUTENG
7945A1,3G,Premium,GAUTENG
7945A2,3G,Premium,GAUTENG
7945B,2G,Premium,GAUTENG
7945B1,3G,Premium,GAUTENG
7945B2,3G,Premium,GAUTENG
7945C,2G,Premium,GAUTENG
7945C1,3G,Premium,GAUTENG
7945C2,3G,Premium,GAUTENG
794A,2G,Premium,GAUTENG
794A1,3G,Premium,GAUTENG
794A2,3G,Premium,GAUTENG
794B,2G,Premium,GAUTENG
794B1,3G,Premium,GAUTENG
794B2,3G,Premium,GAUTENG
794C,2G,Premium,GAUTENG
794C1,3G,Premium,GAUTENG
794C2,3G,Premium,GAUTENG
7953A1,3G,High,GAUTENG
7953A2,3G,High,GAUTENG
7953B1,3G,High,GAUTENG
7953B2,3G,High,GAUTENG
7953C1,3G,High,GAUTENG
7953C2,3G,High,GAUTENG
7956A1,3G,Premium,GAUTENG
7956A2,3G,Premium,GAUTENG
7956B1,3G,Premium,GAUTENG
7956B2,3G,Premium,GAUTENG
7956C1,3G,Premium,GAUTENG
7956C2,3G,Premium,GAUTENG
795A,2G,Premium,KWAZULU-NATAL
795A1,3G,Premium,KWAZULU-NATAL
795B,2G,Premium,KWAZULU-NATAL
795B1,3G,Premium,KWAZULU-NATAL
795C,2G,Premium,KWAZULU-NATAL
795C1,3G,Premium,KWAZULU-NATAL
7960A,2G,Good,EASTERN CAPE
7960B,2G,Good,EASTERN CAPE
7960C,2G,Good,EASTERN CAPE
7961A,2G,High,FREE STATE
7961A1,3G,High,FREE STATE
7961A2,3G,High,FREE STATE
7961B,2G,High,FREE STATE
7961B1,3G,High,FREE STATE
7961B2,3G,High,FREE STATE
7961C,2G,High,FREE STATE
7961C1,3G,High,FREE STATE
7961C2,3G,High,FREE STATE
7964A,2G,Good,NORTHERN CAPE
7964B,2G,Good,NORTHERN CAPE
7965A,2G,Good,NORTHERN CAPE
7965B,2G,Good,NORTHERN CAPE
7965C,2G,Good,NORTHERN CAPE
7968A,2G,High,NORTHERN CAPE
7968B,2G,High,NORTHERN CAPE
7968C,2G,High,NORTHERN CAPE
7969A,2G,High,FREE STATE
7969A1,3G,High,FREE STATE
7969A2,3G,High,FREE STATE
7969B,2G,High,FREE STATE
7969B1,3G,High,FREE STATE
7969B2,3G,High,FREE STATE
7969C,2G,High,FREE STATE
7969C1,3G,High,FREE STATE
7969C2,3G,High,FREE STATE
796A,2G,High,NORTH WEST
796B,2G,High,NORTH WEST
796C,2G,High,NORTH WEST
797A,2G,High,MPUMALANGA
797A1,3G,High,MPUMALANGA
797B,2G,High,MPUMALANGA
797B1,3G,High,MPUMALANGA
797C,2G,High,MPUMALANGA
797C1,3G,High,MPUMALANGA
7988A,2G,Premium,KWAZULU-NATAL
7988A1,3G,Premium,KWAZULU-NATAL
7988A2,3G,Premium,KWAZULU-NATAL
7988B,2G,Premium,KWAZULU-NATAL
7988B1,3G,Premium,KWAZULU-NATAL
7988B2,3G,Premium,KWAZULU-NATAL
7988C,2G,Premium,KWAZULU-NATAL
7988D,2G,Premium,KWAZULU-NATAL
7988E,2G,Premium,KWAZULU-NATAL
7988F,2G,Premium,KWAZULU-NATAL
7988G,2G,Premium,KWAZULU-NATAL
7988H,2G,Premium,KWAZULU-NATAL
7988I,2G,Premium,KWAZULU-NATAL
798A,2G,Good,KWAZULU-NATAL
7990A,2G,High,KWAZULU-NATAL
7991A,2G,Good,WESTERN CAPE
7991A1,3G,Good,WESTERN CAPE
7991A2,3G,Good,WESTERN CAPE
7991B,2G,Good,WESTERN CAPE
7991B1,3G,Good,WESTERN CAPE
7991B2,3G,Good,WESTERN CAPE
7991C,2G,Good,WESTERN CAPE
7991C1,3G,Good,WESTERN CAPE
7991C2,3G,Good,WESTERN CAPE
7993A1,3G,High,WESTERN CAPE
7993A2,3G,High,WESTERN CAPE
7993B1,3G,High,WESTERN CAPE
7993B2,3G,High,WESTERN CAPE
7993C1,3G,High,WESTERN CAPE
7993C2,3G,High,WESTERN CAPE
7998A,2G,High,WESTERN CAPE
7998A1,3G,High,WESTERN CAPE
7998A2,3G,High,WESTERN CAPE
7998B,2G,High,WESTERN CAPE
7998B1,3G,High,WESTERN CAPE
7998B2,3G,High,WESTERN CAPE
799A,2G,Premium,KWAZULU-NATAL
799A1,3G,Premium,KWAZULU-NATAL
799A2,3G,Premium,KWAZULU-NATAL
799B,2G,Premium,KWAZULU-NATAL
799B1,3G,Premium,KWAZULU-NATAL
799B2,3G,Premium,KWAZULU-NATAL
799C,2G,Premium,KWAZULU-NATAL
799C1,3G,Premium,KWAZULU-NATAL
799C2,3G,Premium,KWAZULU-NATAL
79A,2G,Premium,GAUTENG
79A1,3G,Premium,GAUTENG
79B,2G,Premium,GAUTENG
79B1,3G,Premium,GAUTENG
79C,2G,Premium,GAUTENG
79C1,3G,Premium,GAUTENG
7A,2G,Premium,GAUTENG
7A1,3G,Premium,GAUTENG
7A2,3G,Premium,GAUTENG
7B,2G,Premium,GAUTENG
7B1,3G,Premium,GAUTENG
7B2,3G,Premium,GAUTENG
7C,2G,Premium,GAUTENG
7C1,3G,Premium,GAUTENG
7C2,3G,Premium,GAUTENG
8000A1,3G,High,GAUTENG
8000A2,3G,High,GAUTENG
8000B1,3G,High,GAUTENG
8000B2,3G,High,GAUTENG
8000C1,3G,High,GAUTENG
8000C2,3G,High,GAUTENG
8002A,2G,High,KWAZULU-NATAL
8002A1,3G,High,KWAZULU-NATAL
8002B,2G,High,KWAZULU-NATAL
8002B1,3G,High,KWAZULU-NATAL
8002C,2G,High,KWAZULU-NATAL
8002C1,3G,High,KWAZULU-NATAL
8003A1,3G,Premium,GAUTENG
8003A2,3G,Premium,GAUTENG
8003B1,3G,Premium,GAUTENG
8003B2,3G,Premium,GAUTENG
8006A1,3G,Good,MPUMALANGA
8006B1,3G,Good,MPUMALANGA
8006C1,3G,Good,MPUMALANGA
8009A,2G,Premium,NORTH WEST
800A,2G,Good,KWAZULU-NATAL
800B,2G,Good,KWAZULU-NATAL
800C,2G,Good,KWAZULU-NATAL
801A,2G,Premium,KWAZULU-NATAL
801A1,3G,Premium,KWAZULU-NATAL
801A2,3G,Premium,KWAZULU-NATAL
801B,2G,Premium,KWAZULU-NATAL
801B1,3G,Premium,KWAZULU-NATAL
801B2,3G,Premium,KWAZULU-NATAL
801C,2G,Premium,KWAZULU-NATAL
801C1,3G,Premium,KWAZULU-NATAL
801C2,3G,Premium,KWAZULU-NATAL
8025A,2G,Premium,GAUTENG
8025A1,3G,Premium,GAUTENG
8025A2,3G,Premium,GAUTENG
8025B,2G,Premium,GAUTENG
8025B1,3G,Premium,GAUTENG
8025B2,3G,Premium,GAUTENG
8025C,2G,Premium,GAUTENG
8025C1,3G,Premium,GAUTENG
8025C2,3G,Premium,GAUTENG
802A,2G,Premium,KWAZULU-NATAL
802A1,3G,Premium,KWAZULU-NATAL
802A2,3G,Premium,KWAZULU-NATAL
802B,2G,Premium,KWAZULU-NATAL
802B1,3G,Premium,KWAZULU-NATAL
802B2,3G,Premium,KWAZULU-NATAL
802C,2G,Premium,KWAZULU-NATAL
8030A,2G,Premium,GAUTENG
8030A1,3G,Premium,GAUTENG
8030A2,3G,Premium,GAUTENG
8030B,2G,Premium,GAUTENG
8030B1,3G,Premium,GAUTENG
8030B2,3G,Premium,GAUTENG
8030C,2G,Premium,GAUTENG
8030C1,3G,Premium,GAUTENG
8030C2,3G,Premium,GAUTENG
8033A,2G,Premium,GAUTENG
803A,2G,Premium,KWAZULU-NATAL
803A1,3G,Premium,KWAZULU-NATAL
803A2,3G,Premium,KWAZULU-NATAL
803B,2G,Premium,KWAZULU-NATAL
803B1,3G,Premium,KWAZULU-NATAL
803B2,3G,Premium,KWAZULU-NATAL
803C,2G,Premium,KWAZULU-NATAL
8042A,2G,High,NORTH WEST
8042A1,3G,High,NORTH WEST
8042A2,3G,High,NORTH WEST
8042B,2G,High,NORTH WEST
8042B1,3G,High,NORTH WEST
8042B2,3G,High,NORTH WEST
8042C,2G,High,NORTH WEST
8042C1,3G,High,NORTH WEST
8042C2,3G,High,NORTH WEST
8043A,2G,High,NORTH WEST
8043A1,3G,High,NORTH WEST
8043A2,3G,High,NORTH WEST
8043B,2G,High,NORTH WEST
8043B1,3G,High,NORTH WEST
8043B2,3G,High,NORTH WEST
8043C,2G,High,NORTH WEST
8043C1,3G,High,NORTH WEST
8043C2,3G,High,NORTH WEST
8045A1,3G,Premium,KWAZULU-NATAL
8045A2,3G,Premium,KWAZULU-NATAL
8045B1,3G,Premium,KWAZULU-NATAL
8045B2,3G,Premium,KWAZULU-NATAL
8047A,2G,High,GAUTENG
8047A1,3G,High,GAUTENG
8047A2,3G,High,GAUTENG
8047B,2G,High,GAUTENG
8047B1,3G,High,GAUTENG
8047B2,3G,High,GAUTENG
8047C,2G,High,GAUTENG
8047C1,3G,High,GAUTENG
8047C2,3G,High,GAUTENG
8048A,2G,Premium,GAUTENG
8048A1,3G,Premium,GAUTENG
8048A2,3G,Premium,GAUTENG
8048B,2G,Premium,GAUTENG
8048B1,3G,Premium,GAUTENG
8048B2,3G,Premium,GAUTENG
8048C,2G,Premium,GAUTENG
8048C1,3G,Premium,GAUTENG
8048C2,3G,Premium,GAUTENG
804A,2G,High,GAUTENG
804A1,3G,High,GAUTENG
804A2,3G,High,GAUTENG
804B,2G,High,GAUTENG
804B1,3G,High,GAUTENG
804B2,3G,High,GAUTENG
804C,2G,High,GAUTENG
804C1,3G,High,GAUTENG
804C2,3G,High,GAUTENG
8052A,2G,High,LIMPOPO
8052B,2G,High,LIMPOPO
8052C,2G,High,LIMPOPO
8057A,2G,High,LIMPOPO
8057B,2G,High,LIMPOPO
8057C,2G,High,LIMPOPO
8058A,2G,High,KWAZULU-NATAL
8058A1,3G,High,KWAZULU-NATAL
8058A2,3G,High,KWAZULU-NATAL
8058B,2G,High,KWAZULU-NATAL
8058B1,3G,High,KWAZULU-NATAL
8058B2,3G,High,KWAZULU-NATAL
8058C,2G,High,KWAZULU-NATAL
8058C1,3G,High,KWAZULU-NATAL
8058C2,3G,High,KWAZULU-NATAL
805A,2G,Good,KWAZULU-NATAL
805A1,3G,Good,KWAZULU-NATAL
805B,2G,Good,KWAZULU-NATAL
805B1,3G,Good,KWAZULU-NATAL
805C,2G,Good,KWAZULU-NATAL
805C1,3G,Good,KWAZULU-NATAL
8061A,2G,Good,NORTH WEST
8061B,2G,Good,NORTH WEST
8061C,2G,Good,NORTH WEST
8062A,2G,Good,KWAZULU-NATAL
8062B,2G,Good,KWAZULU-NATAL
8062C,2G,Good,KWAZULU-NATAL
8063A1,3G,Premium,GAUTENG
8063A2,3G,Premium,GAUTENG
8063B1,3G,Premium,GAUTENG
8063B2,3G,Premium,GAUTENG
8063C1,3G,Premium,GAUTENG
8063C2,3G,Premium,GAUTENG
8064A,2G,Good,GAUTENG
8064B,2G,Good,GAUTENG
8064C,2G,Good,GAUTENG
8067A,2G,Good,NORTH WEST
8067B,2G,Good,NORTH WEST
8067C,2G,Good,NORTH WEST
806A,2G,Good,KWAZULU-NATAL
806A1,3G,Good,KWAZULU-NATAL
806B,2G,Good,KWAZULU-NATAL
806B1,3G,Good,KWAZULU-NATAL
806C,2G,Good,KWAZULU-NATAL
806C1,3G,Good,KWAZULU-NATAL
8072A1,3G,High,LIMPOPO
8072A2,3G,High,LIMPOPO
8072B1,3G,High,LIMPOPO
8072B2,3G,High,LIMPOPO
8072C1,3G,High,LIMPOPO
8072C2,3G,High,LIMPOPO
8074A,2G,Premium,KWAZULU-NATAL
807A,2G,Good,KWAZULU-NATAL
807A1,3G,Good,KWAZULU-NATAL
807B,2G,Good,KWAZULU-NATAL
807B1,3G,Good,KWAZULU-NATAL
807C,2G,Good,KWAZULU-NATAL
807C1,3G,Good,KWAZULU-NATAL
8080A,2G,High,LIMPOPO
8080B,2G,High,LIMPOPO
8080C,2G,High,LIMPOPO
8081A,2G,High,LIMPOPO
8081B,2G,High,LIMPOPO
8081C,2G,High,LIMPOPO
8082A,2G,High,LIMPOPO
8082B,2G,High,LIMPOPO
8082C,2G,High,LIMPOPO
8083A,2G,High,LIMPOPO
8083B,2G,High,LIMPOPO
8083C,2G,High,LIMPOPO
8084A,2G,High,LIMPOPO
8084B,2G,High,LIMPOPO
8084C,2G,High,LIMPOPO
8085A1,3G,Premium,NORTH WEST
8085A2,3G,Premium,NORTH WEST
8085B1,3G,Premium,NORTH WEST
8085B2,3G,Premium,NORTH WEST
8085C1,3G,Premium,NORTH WEST
8085C2,3G,Premium,NORTH WEST
8086A,2G,High,LIMPOPO
8086B,2G,High,LIMPOPO
8086C,2G,High,LIMPOPO
808A,2G,Good,KWAZULU-NATAL
808B,2G,Good,KWAZULU-NATAL
8090A,2G,High,LIMPOPO
8090B,2G,High,LIMPOPO
8090C,2G,High,LIMPOPO
8091A,2G,High,LIMPOPO
8091B,2G,High,LIMPOPO
8091C,2G,High,LIMPOPO
8093A,2G,High,LIMPOPO
8093A1,3G,High,LIMPOPO
8093A2,3G,High,LIMPOPO
8093B,2G,High,LIMPOPO
8093B1,3G,High,LIMPOPO
8093B2,3G,High,LIMPOPO
8093C,2G,High,LIMPOPO
8093C1,3G,High,LIMPOPO
8093C2,3G,High,LIMPOPO
8094A,2G,High,LIMPOPO
8094A1,3G,High,LIMPOPO
